iter	Passed	Remaining
205	6154	8394
206	6189	8371
207	6218	8341
208	6249	8312
209	6279	8283
210	6321	8268
211	6351	8239
212	6384	8212
213	6411	8179
214	6441	8149
215	6474	8122
216	6501	8089
217	6533	8061
218	6564	8032
219	6594	8003
220	6620	7968
221	6649	7937
222	6680	7909
223	6710	7879
224	6745	7854
225	6780	7830
226	6809	7799
227	6839	7769
228	6873	7743
229	6907	7717
230	6939	7690
231	6965	7656
232	6996	7627
233	7028	7599
234	7057	7567
235	7101	7552
236	7129	7520
237	7156	7487
238	7185	7455
239	7216	7426
240	7243	7393
241	7273	7363
242	7299	7329
243	7328	7298
244	7358	7268
245	7387	7237
246	7419	7209
247	7447	7177
248	7479	7149
249	7508	7117
250	7543	7092
251	7573	7062
252	7600	7029
253	7633	7001
254	7662	6971
255	7696	6944
256	7722	6911
257	7750	6879
258	7782	6851
259	7813	6821
260	7845	6793
261	7874	6762
262	7904	6732
263	7934	6702
264	7961	6669
265	7988	6637
266	8019	6607
267	8051	6579
268	8078	6547
269	8108	6516
270	8144	6491
271	8178	6464
272	8212	6437
273	8239	6405
274	8274	6378
275	8302	6347
276	8336	6320
277	8362	6286
278	8392	6256
279	8424	6228
280	8451	6195
281	8481	6165
282	8518	6140
283	8551	6112
284	8582	6082
285	8611	6052
286	8639	6020
287	8670	5990
288	8701	5961
289	8731	5931
290	8759	5899
291	8794	5873
292	8828	5845
293	8862	5817
294	8888	5785
295	8917	5753
296	8946	5723
297	8977	5693
298	9010	5665
299	9043	5637
300	9073	5606
301	9102	5576
302	9135	5547
303	9173	5522
304	9208	5495
305	9246	5469
306	9279	5440
307	9306	5408
308	9334	5376
309	9363	5346
310	9393	5315
311	9426	5287
312	9453	5255
313	9481	5223
314	9513	5194
315	9541	5163
316	9571	5132
317	9606	5105
318	9635	5074
319	9666	5044
320	9697	5014
321	9726	4984
322	9756	4953
323	9785	4922
324	9815	4892
325	9851	4865
326	9880	4834
327	9908	4803
328	9938	4772
329	9974	4745
330	10005	4715
331	10037	4686
332	10070	4657
333	10100	4626
334	10129	4595
335	10164	4567
336	10196	4538
337	10227	4508
338	10254	4476
339	10282	4445
340	10310	4414
341	10341	4384
342	10372	4354
343	10400	4323
344	10430	4293
345	10457	4261
346	10489	4232
347	10519	4201
348	10548	4170
349	10579	4141
350	10607	4110
351	10639	4080
352	10669	4050
353	10698	4019
354	10732	3990
355	10763	3960
356	10789	3929
357	10818	3898
358	10847	3867
359	10876	3837
360	10903	3805
361	10931	3774
362	10960	3744
363	10987	3712
364	11021	3684
365	11048	3652
366	11082	3623
367	11114	3593
368	11147	3564
369	11180	3535
370	11214	3506
371	11242	3475
372	11271	3444
373	11298	3413
374	11327	3383
375	11358	3353
376	11385	3322
377	11412	3290
378	11444	3261
379	11473	3230
380	11501	3199
381	11528	3168
382	11558	3138
383	11592	3109
384	11620	3078
385	11647	3047
386	11679	3017
387	11709	2987
388	11742	2958
389	11770	2927
390	11802	2897
391	11829	2866
392	11858	2836
393	11889	2806
394	11922	2776
395	11950	2746
396	11977	2715
397	12011	2685
398	12044	2656
399	12074	2626
400	12102	2595
401	12131	2565
402	12164	2535
403	12193	2505
404	12222	2474
405	12250	2443
406	12284	2414
407	12315	2384
408	12342	2353
409	12376	2324
410	12409	2294
411	12437	2264
412	12463	2233
413	12494	2203
414	12522	2172
415	12552	2142
416	12588	2113
417	12616	2082
418	12646	2052
419	12680	2022
420	12712	1992
421	12740	1962
422	12770	1932
423	12801	1902
424	12828	1871
425	12856	1840
426	12889	1811
427	12916	1780
428	12953	1751
429	12983	1721
430	13011	1690
431	13044	1660
432	13073	1630
433	13105	1600
434	13138	1570
435	13172	1540
436	13200	1510
437	13227	1479
438	13258	1449
439	13293	1419
440	13321	1389
441	13352	1359
442	13385	1329
443	13418	1299
444	13443	1268
445	13477	1238
446	13506	1208
447	13534	1178
448	13565	1148
449	13590	1117
450	13618	1087
451	13648	1056
452	13679	1026
453	13709	996
454	13736	966
455	13771	936
456	13796	905
457	13831	875
458	13859	845
459	13889	815
460	13923	785
461	13954	755
462	13989	725
463	14020	694
464	14045	664
465	14074	634
466	14105	604
467	14132	573
468	14163	543
469	14205	513
470	14240	483
471	14274	453
472	14301	423
473	14334	393
474	14363	362
475	14398	332
476	14430	302
477	14457	272
478	14486	241
479	14516	211
480	14546	181
481	14574	151
482	14603	120
483	14637	90
484	14664	60
485	14694	30
486	14724	0
