iter	Logloss
231	0.2676904151
232	0.2676806148
233	0.2676724116
234	0.2676609287
235	0.2676523741
236	0.2676444216
237	0.2676388319
238	0.2676293912
239	0.2676193741
240	0.2676079276
241	0.2676013431
242	0.267591651
243	0.2675863535
244	0.2675614865
245	0.2675525047
246	0.2675464647
247	0.2675397112
248	0.2675291036
249	0.2675222624
250	0.2675141367
251	0.2675058794
252	0.267496119
253	0.2674818225
254	0.2674751017
255	0.2674666606
256	0.2674587738
257	0.2674508911
258	0.2674441861
259	0.2674375474
260	0.2674305739
261	0.2674239303
262	0.2674152928
263	0.2674083359
264	0.2674008349
265	0.2673903347
266	0.267379921
267	0.2673729914
268	0.2673650744
269	0.267342066
270	0.2673352985
271	0.2673272173
272	0.2673028275
273	0.2672951012
274	0.2672900752
275	0.2672741729
276	0.267269328
277	0.2672621772
278	0.2672529483
279	0.2672443351
280	0.2672387771
281	0.2672292212
282	0.2672219491
283	0.2672112784
284	0.2672057418
285	0.2672001028
286	0.267191231
287	0.2671842929
288	0.2671768708
289	0.2671690245
290	0.2671622362
291	0.267125474
292	0.2671206482
293	0.2671166293
294	0.2671102487
295	0.2671030865
296	0.267097095
297	0.2670884882
298	0.2670838589
299	0.2670722618
300	0.2670426767
301	0.2670268498
302	0.26702205
303	0.2670003756
304	0.266994556
305	0.2669874411
306	0.2669753351
307	0.2669670504
308	0.2669568879
309	0.2669470293
310	0.2669397053
311	0.2669333303
312	0.2669249076
313	0.266919032
314	0.266912655
315	0.2669013143
316	0.2668945938
317	0.2668879098
318	0.2668810067
319	0.2668722922
320	0.2668533543
321	0.2668323554
322	0.2668258619
323	0.2668185904
324	0.2668124311
325	0.2668025154
326	0.2667975399
327	0.2667916501
328	0.2667856632
329	0.2667786628
330	0.2667731713
331	0.2667663821
332	0.2667609731
333	0.2667487012
334	0.2667411941
335	0.2667356611
336	0.2667301511
337	0.2667246267
338	0.2667178895
339	0.2667129682
340	0.266701978
341	0.2666933432
342	0.2666848797
343	0.266674102
344	0.2666699496
345	0.2666633472
346	0.2666564903
347	0.2666412573
348	0.2666350651
349	0.2666313342
350	0.2666257829
351	0.2666222984
352	0.2666102113
353	0.2666033327
354	0.2665971678
355	0.2665915666
356	0.2665867395
357	0.2665807266
358	0.2665752393
359	0.2665688128
360	0.2665618803
361	0.2665563417
362	0.2665506232
363	0.2665452013
364	0.2665397586
365	0.2665284736
366	0.2665180757
367	0.2665074579
368	0.2665027197
369	0.2664976692
370	0.2664913252
371	0.2664809085
372	0.2664728579
373	0.2664659519
374	0.2664601093
375	0.2664554733
376	0.2664475794
377	0.2664418176
378	0.2664318327
379	0.2664273183
380	0.2664224066
381	0.2664156441
382	0.2664076361
383	0.2664021202
384	0.2663965833
385	0.2663866807
386	0.2663790204
387	0.2663729225
388	0.2663658934
389	0.2663592281
390	0.26635386
391	0.2663465185
392	0.2663396835
393	0.2663344428
394	0.2663303826
395	0.2663232009
396	0.2663177493
397	0.2663112313
398	0.2663046707
399	0.2663002912
400	0.2662958187
401	0.2662897507
402	0.2662852157
403	0.2662805811
404	0.2662722393
405	0.2662665165
406	0.2662617544
407	0.2662587609
408	0.266253646
409	0.2662475807
410	0.26623871
411	0.2662320131
412	0.2662261621
413	0.266220771
414	0.2662143574
415	0.2662081854
416	0.2662035922
417	0.2661969217
418	0.2661918551
419	0.2661871422
420	0.2661802881
421	0.266176363
422	0.266171849
423	0.2661660959
424	0.2661596204
425	0.2661554394
426	0.2661507498
427	0.2661446775
428	0.266139789
429	0.2661308498
430	0.2661255005
431	0.2661192118
432	0.266111514
433	0.2661059064
434	0.2660987076
435	0.2660939543
436	0.2660890558
437	0.2660833744
438	0.2660772692
439	0.2660723715
440	0.2660646658
441	0.2660561249
442	0.2660429403
443	0.2660382542
444	0.2660337355
445	0.2660299066
446	0.2660229885
447	0.266015226
448	0.2660106072
449	0.2660056246
450	0.266000647
451	0.2659960499
452	0.2659902215
453	0.2659851601
454	0.2659760576
455	0.2659673697
456	0.2659622489
457	0.265956147
458	0.2659511959
459	0.2659445004
460	0.2659383397
461	0.2659324877
462	0.2659272476
463	0.2659220123
464	0.2659179547
465	0.265912863
466	0.2659087318
467	0.2659062461
468	0.2659018397
469	0.2658983205
470	0.2658929573
471	0.2658857214
472	0.2658806163
473	0.2658765094
474	0.2658703119
475	0.2658652864
476	0.2658520827
477	0.265846419
478	0.2658345428
479	0.2658272565
480	0.265822572
481	0.2658172288
482	0.2658111822
483	0.2658061766
484	0.2657992278
485	0.2657928622
486	0.2657877371
